DAUID,Population,Employment rate,Area,Total - Structural type of dwelling
35203330,928,56.1,2369.7839185281655,315.0
35203331,820,56.1,75662.21657384704,295.0
35203332,381,73.8,102389.85629275868,135.0
35203333,691,63.3,242923.06011521336,205.0
35203334,447,56.9,103685.65455909201,140.0
35203337,349,52.8,96440.41199215667,95.0
35203338,375,50.8,79486.4852981544,125.0
35203339,453,48.6,92017.18488134176,135.0
35203340,1923,49.4,733676.3590709252,660.0
35203342,1482,40.1,156513.34584719106,655.0
35203344,325,79.2,79689.8797159577,120.0
35203345,560,57.8,93943.38667782856,150.0
35203346,377,59.3,109323.02439682186,100.0
35203347,339,69.6,55134.80823288672,90.0
35203348,938,53.0,48333.91783643812,275.0
35203350,956,29.0,81783.9678710344,590.0
35203351,581,61.7,113990.26077248901,175.0
35203352,398,56.9,99234.65139596983,135.0
35203353,459,60.3,128467.63224867269,130.0
35203354,551,54.1,103405.2900950849,165.0
35203355,452,60.9,91251.99613904968,140.0
35203356,463,52.6,98923.80351054552,160.0
35203357,303,47.1,67258.5902720366,105.0
35203358,439,56.3,89754.15651565454,145.0
35203359,404,55.4,95130.36892294772,135.0
35203360,269,56.2,53408.83258725165,90.0
35203361,518,52.8,245337.99645600488,160.0
35203362,309,43.1,123315.56932598064,100.0
35203363,359,53.3,107318.3735437034,120.0
35203370,861,52.2,123138.74497206787,250.0
35203371,1803,50.8,90302.9284095371,480.0
35203372,1598,62.5,129054.30443248883,405.0
35203373,335,48.2,72999.86015250861,100.0
35203374,556,53.8,195060.34955100375,180.0
35203375,318,55.8,74363.08869053975,95.0
35203376,265,68.1,190611.03545590767,85.0
35203377,531,56.2,131267.266768862,175.0
35203378,649,56.8,227968.08477811757,220.0
35203379,567,51.0,142396.4872198856,180.0
35203380,459,47.6,103736.91789796749,165.0
35203381,447,58.9,103266.91060546185,160.0
35203382,436,58.3,207643.5748267899,140.0
35203383,377,47.7,120538.35588712058,130.0
35203384,513,54.8,129168.2875594314,180.0
35203385,448,54.4,142867.55374236035,140.0
35203386,615,53.8,193586.03166504015,210.0
35203387,470,42.1,115643.15317778487,165.0
35203388,493,48.8,131884.46044382954,185.0
35203389,433,47.3,106072.30421467732,150.0
35203391,441,58.8,121154.16659745038,150.0
35203392,319,60.9,966499.616913124,45.0
35203393,939,58.7,388949.05445932894,320.0
35203394,874,12.8,619221.3533263607,395.0
35203395,451,35.4,124271.42930692478,165.0
35203396,409,60.3,58031.82354544349,135.0
35203399,495,61.6,146164.02188257242,180.0
35203400,415,58.7,101192.10061236883,135.0
35203401,258,71.1,63880.57468334804,100.0
35203402,376,53.3,32189.777894516803,145.0
35203403,1816,67.2,1557366.2738825358,670.0
35203404,1548,52.6,280404.7223821397,470.0
35203405,1102,47.9,61059.1565052871,250.0
35203406,1375,49.5,260465.11015786993,435.0
35203407,636,58.4,56061.67396850043,185.0
35203408,2061,64.5,385760.00287662697,635.0
35203409,372,60.6,139444.43884903492,135.0
35203410,371,42.4,84774.06113736279,120.0
35203411,1349,59.1,396137.51848045224,475.0
35203412,567,57.7,121275.4087872969,185.0
35203413,405,70.1,92024.97759152157,130.0
35203414,462,58.5,123297.8953915254,165.0
35203415,405,54.2,90213.53589546526,135.0
35203416,624,54.5,142868.67975404908,190.0
35203417,570,59.8,110909.64767526135,185.0
35203418,587,56.4,117167.8516906147,185.0
35203419,600,46.7,86038.06710396154,150.0
35203420,686,57.9,182805.45755318349,230.0
35203421,725,56.3,318309.66488889646,270.0
35203422,496,52.6,173768.21386891964,170.0
35203423,532,46.6,111552.66239001665,195.0
35203427,395,59.4,173985.41597373027,120.0
35203433,1107,44.3,18147.04549244101,385.0
35203435,823,56.6,60433.84467277162,285.0
35203439,624,62.4,137841.97017814976,240.0
35203440,508,43.2,120135.61226875402,180.0
35203441,442,60.5,113630.031135282,145.0
35203442,289,61.7,57924.130074871566,100.0
35203443,458,54.7,95116.41710339647,150.0
35203444,656,41.2,140831.08442310902,255.0
35203445,575,53.8,77964.09760632331,175.0
35203446,579,64.4,71094.44315080464,180.0
35203447,547,54.7,139324.50058288578,190.0
35203448,1157,43.9,37127.70664767949,385.0
35203449,1089,55.2,131425.28919385848,375.0
35203450,698,53.5,62529.503458945714,210.0
35203451,564,59.8,274192.7968680038,175.0
35203452,941,35.1,155377.65007494247,395.0
35203458,508,50.5,108108.0967119929,175.0
35203461,664,58.6,127478.2654338839,200.0
35203462,508,59.5,113349.97157602664,175.0
35203463,472,56.8,138592.76064673718,175.0
35203465,1275,57.1,400934.6376364692,500.0
35203466,1482,53.4,165161.02576041952,560.0
35203467,478,50.0,104761.2194180786,160.0
35203468,539,69.2,90680.81452346654,165.0
35203469,453,51.9,78103.67123062004,210.0
35203470,798,53.9,45859.37398069003,325.0
35203471,530,48.9,21570.385069269243,255.0
35203472,672,37.7,130707.28622513567,300.0
35203479,429,60.8,52622.39472271171,130.0
35203480,462,57.3,64530.710010049705,160.0
35203482,570,72.6,1448285.898054982,190.0
35203483,632,52.3,189894.6690599447,240.0
35203484,586,62.1,818565.2885848845,205.0
35203485,420,61.9,55379.851201831654,135.0
35203486,765,42.0,90492.12747650476,330.0
35203489,601,43.5,159988.05534137666,230.0
35203490,556,54.8,111113.89700733403,210.0
35203491,653,60.2,153174.12532414863,215.0
35203492,462,56.2,315830.22410332796,175.0
35203493,553,52.6,129183.14558224105,150.0
35203494,553,72.6,149408.56034373026,180.0
35203495,441,50.0,78555.47438146171,155.0
35203496,494,59.3,140506.67399147563,155.0
35203498,549,72.9,134344.92267116284,185.0
35203501,543,47.1,73650.03982298513,160.0
35203502,552,67.4,193588.17488654633,185.0
35203503,652,56.7,925202.5183851029,215.0
35203504,245,41.0,102076.94422287267,95.0
35203505,477,62.8,81077.3324814297,170.0
35203506,399,66.2,87091.74844813005,140.0
35203507,406,69.2,110612.80630774122,140.0
35203508,534,78.8,125146.39397075913,225.0
35203509,489,69.3,176066.92852877703,185.0
35203510,416,21.1,42418.01420835304,260.0
35203511,493,60.3,87256.34467705732,170.0
35203512,547,70.5,134549.3513467802,185.0
35203513,561,48.8,65261.383951797725,165.0
35203519,923,62.1,263059.7609925553,335.0
35203520,2552,58.9,323196.8717797768,970.0
35203521,1432,62.0,367608.01465714065,420.0
35203522,418,55.9,136834.85739982096,150.0
35203523,364,51.6,73934.78444989648,140.0
35203524,418,61.8,119806.93365663536,150.0
35203525,490,66.3,106196.71641030452,165.0
35203526,465,57.7,166559.89719734364,165.0
35203527,473,56.4,1011110.9580451477,170.0
35203528,467,65.5,163223.92576416334,170.0
35203529,520,63.0,71705.96054415448,160.0
35203530,520,47.8,77334.0779083031,165.0
35203531,483,55.6,80835.98754342827,175.0
35203532,561,50.5,1081965.3092619039,205.0
35203533,430,58.9,136799.54412108642,145.0
35203534,438,62.7,151949.85938042737,150.0
35203535,457,55.8,105523.41959378934,150.0
35203536,431,63.1,106277.48667376519,135.0
35203537,550,52.7,128683.498222397,180.0
35203538,500,53.1,85554.68021534868,150.0
35203539,443,54.8,131260.15193710962,170.0
35203540,485,66.3,81369.31709761395,165.0
35203541,838,58.3,255818.0273377365,340.0
35203542,612,54.9,148962.6082509788,205.0
35203543,494,55.1,129119.2692679779,180.0
35203544,521,52.9,150002.92953822837,175.0
35203545,549,60.2,118502.94751528023,180.0
35203546,560,57.0,111245.28819975888,185.0
35203547,553,66.3,74454.44705922634,185.0
35203548,713,61.8,124966.31160169023,260.0
35203552,566,59.1,154143.90184818706,175.0
35203554,465,67.9,137875.9889270565,145.0
35203561,1149,61.0,39663.67509618154,385.0
35203566,577,63.7,1911884.144915866,195.0
35203567,601,45.2,122240.39308782475,200.0
35203568,985,45.3,632528.128939434,410.0
35203569,493,65.3,120481.92481846934,175.0
35203570,662,56.1,167727.33780332128,210.0
35203571,411,53.4,127686.15415029298,150.0
35203572,392,52.5,100259.15550198816,140.0
35203573,663,57.8,223142.41832404054,220.0
35203574,636,64.5,292515.8086047259,215.0
35203575,587,64.5,135836.13587735003,205.0
35203576,428,56.2,97577.60976734695,155.0
35203577,410,44.8,177200.33002148694,150.0
35203578,514,59.5,113978.18612714276,185.0
35203579,441,62.5,99565.10791316684,165.0
35203580,882,58.7,48641.75493010385,400.0
35203581,303,56.9,138309.3127407553,120.0
35203584,662,58.3,33866.404458290424,290.0
35203585,485,55.4,72847.01918759715,165.0
35203586,440,53.4,141993.36536751952,140.0
35203587,524,70.6,307382.80534730584,165.0
35203588,530,53.8,126576.28906812676,200.0
35203589,730,46.1,140314.28556254043,220.0
35203590,1486,61.2,236549.38984555673,495.0
35203591,944,64.6,62601.325327678875,290.0
35203592,400,61.3,155130.18116344363,140.0
35203593,283,49.0,173612.63126475204,105.0
35203594,805,58.1,302755.9683931554,255.0
35203595,594,61.0,124248.78498096648,195.0
35203596,341,62.7,72180.13172612058,115.0
35203597,455,46.9,120441.03100943015,155.0
35203599,779,61.5,190816.78250708999,285.0
35203600,392,42.4,308812.8063582453,150.0
35203604,714,59.2,181122.57275016245,220.0
35203605,676,47.6,139551.6720782002,210.0
35203606,490,64.3,101202.78522337858,155.0
35203607,717,45.5,283129.48292891966,230.0
35203608,589,50.0,202963.29129212684,185.0
35203610,942,43.3,381663.18294876796,445.0
35203611,394,50.7,114311.86683102674,135.0
35203612,492,53.0,215763.908732179,145.0
35203613,897,58.6,390879.6067733843,250.0
35203614,395,73.5,72898.19922644687,110.0
35203615,423,54.8,454017.40653911146,125.0
35203616,582,51.6,99226.14009800107,155.0
35203617,998,57.7,45845.75153916559,280.0
35203618,2686,58.3,167515.6627086481,935.0
35203619,581,58.6,113898.66537934625,170.0
35203620,950,47.4,1003911.4997350913,365.0
35203621,1225,63.9,113576.48812917057,315.0
35203622,1080,54.8,127394.26445410936,345.0
35203623,619,61.0,1282009.9280445655,165.0
35203626,556,62.2,156167.27117891258,150.0
35203627,731,63.9,296347.4980269321,215.0
35203628,386,65.2,87250.1911794347,130.0
35203629,265,43.8,58284.02019429471,85.0
35203630,320,63.8,743114.5962469009,90.0
35203631,483,64.6,100715.01424561908,130.0
35203632,550,61.3,451773.2776173145,180.0
35203633,447,52.6,150237.86130007153,150.0
35203634,509,55.3,207587.41659943125,165.0
35203635,622,64.2,39653.37869977196,200.0
35203636,699,69.8,274439.45776356914,255.0
35203637,287,86.7,62918.31309602496,95.0
35203640,388,66.2,163001.00535721314,110.0
35203641,340,61.1,96946.58581058844,110.0
35203650,1512,55.6,1947052.9210627445,485.0
35203651,495,50.6,134496.47395385927,185.0
35203652,404,66.1,83888.86582098526,115.0
35203653,566,57.6,118296.16448585507,165.0
35203654,458,70.1,87999.51696443792,145.0
35203655,456,67.1,99958.64017481278,155.0
35203656,663,50.0,797057.2685759509,265.0
35203657,426,64.7,109800.54967294993,145.0
35203658,351,61.0,138850.72359707582,120.0
35203659,923,46.4,102929.47406786011,365.0
35203660,310,65.4,142092.52347193522,105.0
35203661,717,65.7,261843.29132303444,220.0
35203664,926,46.6,108825.96772370655,310.0
35203666,464,44.6,65168.672098726754,125.0
35203668,636,58.7,189972.66111441609,220.0
35203669,758,54.3,214506.2800428609,250.0
35203670,581,65.9,231901.4907779905,170.0
35203672,397,59.7,96231.78522040654,140.0
35203673,282,60.0,57241.02802654595,95.0
35203675,586,59.4,157849.4639845312,205.0
35203676,562,57.6,2687864.3954077135,195.0
35203677,474,71.2,476009.54801540246,175.0
35203678,260,70.7,75021.36792436251,90.0
35203679,353,57.8,174476.52569337335,110.0
35203680,480,56.8,221487.99858142537,140.0
35203681,584,57.7,165630.3520522961,175.0
35203682,777,59.8,303581.7189989245,250.0
35203683,410,74.6,151229.74534791269,125.0
35203684,1092,58.4,396049.21558832505,310.0
35203685,587,51.1,236535.28344036042,155.0
35203686,380,58.5,324443.0664218896,120.0
35203687,374,72.1,439484.5454340833,125.0
35203688,684,69.7,240095.9499847186,215.0
35203689,597,56.6,191911.68603993987,180.0
35203690,588,63.9,89731.1657838244,150.0
35203691,988,68.0,293479.70429702883,285.0
35203692,595,71.1,134772.66291727472,150.0
35203693,600,67.7,82377.62034505358,165.0
35203694,543,71.3,75112.7457383792,150.0
35203695,665,57.3,188674.6179617228,175.0
35203696,520,65.5,62302.35111920091,140.0
35203697,328,62.7,51377.31249473241,90.0
35203698,615,66.7,123021.49551321469,175.0
35203699,561,59.4,985573.6946689171,145.0
35203700,586,,846276.3749949461,160.0
35203701,470,60.0,191543.55778709205,140.0
35203702,5058,64.5,5645788.895395311,1355.0
35203703,557,66.7,91098.62498544551,145.0
35203704,432,66.7,64883.1211627556,110.0
35203705,418,56.5,68154.8564890361,110.0
35203708,1205,69.5,189861.92160615878,350.0
35203709,973,70.1,98893.08887591818,380.0
35203710,591,63.6,72527.32101257081,165.0
35203711,408,66.7,50766.5339378509,115.0
35203712,430,68.9,94498.80032968962,140.0
35203713,627,63.6,1164085.7013046367,190.0
35203714,574,61.5,107929.45581243269,140.0
35203715,473,60.0,100507.22760632681,125.0
35203716,912,62.6,67996.41237754707,390.0
35203718,1318,72.1,795351.3664483047,390.0
35203719,602,56.7,227553.60182783482,200.0
35203720,529,58.6,202948.58750724298,175.0
35203721,433,68.1,127434.05192119462,145.0
35203722,525,67.0,194617.41646053203,185.0
35203723,482,43.2,118066.17270950001,165.0
35203724,545,60.2,143412.45345522522,190.0
35203725,576,41.0,227052.3514634447,190.0
35203726,498,57.8,156232.84319515675,180.0
35203729,410,61.8,159040.15053869804,135.0
35203730,481,60.5,70887.61084031171,135.0
35203731,1164,70.1,362199.12644277693,390.0
35203732,699,60.3,240471.09448087311,235.0
35203733,530,80.5,103006.99542346847,140.0
35203734,472,77.0,66701.76417554617,135.0
35203735,412,77.4,118859.23502006716,130.0
35203736,449,58.9,1418120.6303907242,150.0
35203737,626,56.0,259377.54450403742,215.0
35203738,402,66.7,159418.13959334375,145.0
35203739,595,66.7,1245738.4617390407,130.0
35203740,398,46.8,216493.54687172585,95.0
35203743,568,58.7,63681.29611721581,155.0
35203744,527,65.6,177834.6880314053,160.0
35203745,954,67.7,299665.42208892154,255.0
35203746,849,55.3,472468.6161478267,240.0
35203747,862,69.2,256327.1324161693,235.0
35203748,355,80.7,133309.52209364352,105.0
35203751,476,66.7,232385.06688756138,160.0
35203752,941,69.0,302074.95933922235,280.0
35203753,315,60.4,218543.54110855007,105.0
35203754,360,68.3,406782.97058328846,115.0
35203755,384,67.2,150445.01141519457,140.0
35203756,465,64.6,117576.77652964079,150.0
35203757,540,54.2,209877.12443942958,190.0
35203758,470,63.6,100915.16327405362,140.0
35203759,406,71.7,207790.96092191598,145.0
35203760,458,61.3,175245.26231660874,150.0
35203761,459,64.6,168029.92902764495,150.0
35203762,585,74.3,142943.89540496486,225.0
35203766,1289,39.0,209650.45684377052,520.0
35203786,697,54.6,1563463.45779368,255.0
35203787,704,63.8,282190.2348662962,245.0
35203788,995,61.4,2724493.7331889397,330.0
35203789,285,63.8,85445.35209311618,105.0
35203790,467,66.7,157980.61700263587,175.0
35203791,289,63.6,84754.69112578304,110.0
35203792,720,51.3,202083.9616913721,300.0
35203793,375,26.7,40784.00592909033,35.0
35203794,489,65.4,119164.43802618848,210.0
35203796,489,54.2,117839.9759624049,195.0
35203798,435,68.1,66132.79874571347,165.0
35203799,665,68.3,78639.17539842695,250.0
35203800,445,68.2,67047.24731942854,155.0
35203801,509,67.8,106519.69049949554,200.0
35203802,508,68.6,90042.90892349138,210.0
35203803,555,73.3,67422.90166928891,220.0
35203807,424,67.1,39471.93072100415,165.0
35203808,385,64.7,40269.92537681969,150.0
35203809,398,80.9,42220.822880817344,155.0
35203810,539,78.0,58875.99071726642,230.0
35203811,965,76.2,109319.0856651279,410.0
35203812,672,66.7,62825.83818393948,290.0
35203813,456,70.0,50925.73052791756,175.0
35203815,592,77.8,91010.67282821123,230.0
35203816,439,67.6,55387.48345948876,175.0
35203817,650,65.7,98920.09053844793,245.0
35203818,672,75.6,63714.46959159508,315.0
35203819,373,75.0,42504.843351593394,145.0
35203820,696,57.1,71481.936180115,310.0
35203828,469,71.2,44775.49799265653,170.0
35203829,487,66.3,38193.663036206795,185.0
35203830,573,41.5,71455.4421720019,190.0
35203833,504,68.1,54901.79666107411,200.0
35203834,616,67.8,59471.527265472,305.0
35203835,359,72.1,33994.66240637723,150.0
35203836,373,71.9,47233.448156599145,155.0
35203837,264,65.9,34328.57517754361,100.0
35203838,473,68.7,66837.37796959138,185.0
35203841,524,64.2,95261.69758353487,245.0
35203842,556,47.9,39610.77508343387,195.0
35203843,535,63.0,38943.9550382131,170.0
35203844,610,73.1,43485.36019394015,245.0
35203845,492,55.7,32427.987996181975,175.0
35203846,405,54.4,87723.37486865673,145.0
35203847,387,38.7,12226.69536971693,135.0
35203848,517,56.0,346942.38292647427,225.0
35203849,535,62.8,121158.3980727824,265.0
35203850,873,56.6,578788.8767617884,315.0
35203851,289,70.0,34526.06738229982,155.0
35203852,324,75.9,62387.207140354825,125.0
35203853,372,59.7,49946.534464306096,145.0
35203857,2068,60.0,41892.37106367573,955.0
35203858,413,63.8,91669.5859383113,195.0
35203859,376,80.3,17533.15966591754,160.0
35203860,381,69.2,39309.21924047936,205.0
35203861,362,75.0,13827.965199175967,205.0
35203864,733,61.9,31946.906196633594,330.0
35203865,497,68.1,67826.34630150051,200.0
35203866,661,55.1,33770.81935061582,290.0
35203867,497,58.0,104736.83524053192,200.0
35203868,535,58.6,97492.06060810472,240.0
35203869,531,64.3,184164.38378073522,215.0
35203870,433,66.2,71424.86717181158,195.0
35203871,466,62.5,69412.14198440676,185.0
35203872,374,65.2,59929.792348559335,150.0
35203873,252,90.0,78621.81918434467,100.0
35203876,497,68.3,40305.21837558643,150.0
35203877,512,61.3,47007.63288047961,210.0
35203878,634,37.7,160621.85676266672,375.0
35203880,372,76.6,50868.47597406891,155.0
35203881,658,70.8,61077.42769614193,320.0
35203882,362,70.2,63177.48109267402,145.0
35203883,382,61.8,67152.60424590748,185.0
35203884,480,64.0,78390.06144956785,190.0
35203885,434,68.5,34976.37183330909,230.0
35203886,471,68.8,68388.5006859469,175.0
35203887,672,58.4,98307.41574669981,215.0
35203888,765,63.2,130400.32359703607,365.0
35203889,323,66.7,52855.31102982282,130.0
35203890,493,75.9,51158.31445121085,220.0
35203891,526,77.8,82561.7409262971,225.0
35203892,561,70.7,60770.77852526947,275.0
35203893,399,75.0,43985.96143492239,200.0
35203895,485,63.0,98094.65941362992,200.0
35203897,501,42.2,68182.5528673807,315.0
35203898,563,56.1,70908.62512953377,210.0
35203899,1182,57.9,66643.20883135535,390.0
35203908,1288,60.5,139072.4596677007,415.0
35203909,386,50.7,105065.50631237811,110.0
35203910,342,48.5,103538.62430590678,120.0
35203911,794,54.7,80639.57805722556,305.0
35203912,872,65.6,14773.760246326567,230.0
35203913,401,66.1,60024.45759080393,120.0
